"__uid","__parent_uid","language_code","language_name","language_alternateNames","language_dialects","language_status","language_notes","__display_name","language_code2","language_printName","__record_type","language_openTypeTags","language_sortName","language_retired","language_inEthnologue","language_subjectTabFlags","language_localNames"
"e43cdg78cf","","aha","Ahanta","Ayɩnda","","L","","Ahanta [aha]","","Ahanta","micro","","Ahanta","","1","67","Ayɩnda"
"bg6h22c95e","","ahb","Axamb","Ahamb, Naujin sdrato","","L","","Axamb [ahb]","","Axamb","micro","","Axamb","","1","67",""
"2cc35ed579","","ahg","Qimant","","","L","","Qimant [ahg]","","Qimant","micro","AGW","Qimant","","1","83",""
"ggb9947b3h","","ahh","Aghu","Djair, Dyair","","L","","Aghu [ahh]","","Aghu","micro","","Aghu","","1","67",""
"ee322cbbgd","","ahi","Aizi, Tiagbamrin","Ahizi, Ed-eyng, Ezibo, Kropko, Lélémrin, Prokpo, Tiagba, Tiagbamrin, Tiagbamrin Aizi","","L","","Aizi, Tiagbamrin [ahi]","","Tiagbamrin Aizi","micro","","Aizi, Tiagbamrin","","1","67",""
"hb556d227c","","ahk","Akha","Ahka, Aini, Aka, Ak’a, Ikor, Khao Ikor, Yani","","L","","Akha [ahk]","","Akha","micro","","Akha","","1","91","A˯ka˯daw˯"
"g65gd66e76","","ahl","Igo","Achlo, Ago, Ahlon, Ahlon-Bogo, Ahlõ, Ahonlan, Anlo, Bogo","","L","","Igo [ahl]","","Igo","micro","","Igo","","1","71","Igo"
"cbb6b7495b","","ahm","Aizi, Mobumrin","Ahizi, Ed-eyng, Ezibo, Frukpu, Mobumrin Aizi, Mouin","","L","","Aizi, Mobumrin [ahm]","","Mobumrin Aizi","micro","","Aizi, Mobumrin","","1","67",""
"4eaff2739f","","ahn","Àhàn","Ahaan","","L","","Àhàn [ahn]","","Àhàn","micro","","AhAn","","1","67",""
"8he58dgbeh","","aho","Ahom","Tai Ahom","","X","","Ahom [aho]","","Ahom","micro","","Ahom","","1","83",""
"9ef26cd824","","ahp","Aizi, Aproumu","Ahizi, Apro, Aproin, Aprou, Aproumu, Aproumu Aizi, Aprwe, Oprou","","L","","Aizi, Aproumu [ahp]","","Aproumu Aizi","micro","","Aizi, Aproumu","","1","67",""
"7723535e8c","","ahr","Ahirani","Ahiri","","L","","Ahirani [ahr]","","Ahirani","micro","","Ahirani","","1","67","अहिराणी"
"9ebgge62he","","ahs","Ashe","Ache, Ala, Ishe, Ishɛ, Koro Makama, Koron Ache, Koron Ala, Ìzɛ","","L","","Ashe [ahs]","","Ashe","micro","","Ashe","","1","67","Ishɛ"
"cdg386ceh3","","aht","Ahtena","Ahtna, Atna, Atnakenaege’, Copper River, Mednovskiy","","L","","Ahtena [aht]","","Ahtena","micro","","Ahtena","","1","67",""
"6baa9h9bgh","","aia","Arosi","","","L","","Arosi [aia]","","Arosi","micro","","Arosi","","1","83","Arosi"
"5g6888d3db","","aib","Ainu","Aini, Ainu (China), Aynu, Ejnu, Eynu, Šäyxil","","L","","Ainu [aib]","","Ainu","micro","","Ainu","","1","67",""
"53386c3e74","","aic","Ainbai","Ainba","","L","","Ainbai [aic]","","Ainbai","micro","","Ainbai","","1","67",""
"be48736ef4","","aid","Alngith","","","X","","Alngith [aid]","","Alngith","micro","","Alngith","","1","67",""
"5adgeaa55b","","aie","Amara","Bibling, Longa","","L","","Amara [aie]","","Amara","micro","","Amara","","1","67",""
"3964hec43h","","aif","Agi","","","L","","Agi [aif]","","Agi","micro","","Agi","","1","67",""
"257f6h2cbe","","aig","Leeward Caribbean English Creole","Anguillan Creole English, Antigua and Barbuda Creole English, Broken English, Creole, Dialect, Kittitian Creole English, Kokoy Creole English, Montserrat Creole English, Patwa, Saint Kitts Creole English, Simaatn Creole English, Sint Maarten Creole Engli","","L","","Leeward Caribbean English Creole [aig]","","Leeward Caribbean English Creole","micro","","Leeward Caribbean English Creole","","1","83","Creole"
"46ea437ge3","","aih","Ai-Cham","Atsam, Jiamu, Jiamuhua, Jin, Jinhua","","L","","Ai-Cham [aih]","","Ai-Cham","micro","","Ai-Cham","","1","67",""
"a2bhg8aaf4","","aii","Assyrian Neo-Aramaic","Aisorski, Assyrian, Assyrianci, Assyriski, Aturaya Swadaya, Lishana Aturaya, Neo-Syriac, Sooreth, Suret, Sureth, Suryaya Swadaya, Swadai, Swadaya","","L","","Assyrian Neo-Aramaic [aii]","","Assyrian Neo-Aramaic","micro","SWA","Assyrian Neo-Aramaic","","1","83","ܐܬܘܪܝܐ, ܣܘܪܬ"
"27b34h8f38","","aij","Inter-Zab Jewish Neo-Aramaic","Galigalu, Hulani, Hula’ula, Jbeli, Kurdit, Lishana Didán, Lishanid Noshan, Sureth","","L","","Inter-Zab Jewish Neo-Aramaic [aij]","","Inter-Zab Jewish Neo-Aramaic","micro","","Inter-Zab Jewish Neo-Aramaic","","1","67","לשנא דידן, לשניד נשן"
"67hah6777c","","aik","Akye","Aike, Ake, Ekwenunga, Kapon","","L","","Akye [aik]","","Akye","micro","","Akye","","1","67",""
"92ffg765hf","","ail","Eibela","Aimele, Kware","","L","","Eibela [ail]","","Eibela","micro","","Eibela","","1","67",""
"9h5d4b85be","","aim","Aimol","","","L","","Aimol [aim]","","Aimol","micro","","Aimol","","1","67","Aimol"
"5d7aehhg8c","","ain","Ainu","Ainu (Japan), Ainu Itak","","L","","Ainu [ain]","","Ainu","micro","","Ainu","","1","67","アイヌ イタㇰ"
"8a572hge65","","aio","Aiton","Aitonia, Sham Doaniya, Tai Aiton","","L","","Aiton [aio]","","Aiton","micro","","Aiton","","1","67","ဢႝတွꩫ်"
"acd2b59g82","","aip","Burumakok","","","L","","Burumakok [aip]","","Burumakok","micro","","Burumakok","","1","67",""
"768fab3cc7","","aiq","Aimaq","Barbari, Berberi, Chahar-Aimaq, Char Aimaq","","L","","Aimaq [aiq]","","Aimaq","micro","","Aimaq","","1","67",""
"9bb2ef72e3","","air","Airoran","Adora, Aeroran, Iriemkena","","L","","Airoran [air]","","Airoran","micro","","Airoran","","1","67",""
"b92eeca4g6","","ais","Amis","","","R","","Amis [ais]","","Amis","micro","","Amis","It has been split into {link:page.php?item_id=language_detail&key=ami ami} and {link:page.php?item_id=language_detail&key=szy szy}.","0","67",""
"3hg93de3d8","","ait","Arikem","Ahopovo, Ahôpovo, Ariken, Arikém, Ariqueme, Ariquemes, Ariquême, Uitáte","","X","","Arikem [ait]","","Arikem","micro","","Arikem","","1","67",""
"2h4efd33f6","","aiw","Aari","","","L","","Aari [aiw]","","Aari","micro","ARI","Aari","","1","83","አፋን፡ኣሪ፡"
"bh88f57ac9","","aix","Aighon","Aigon, Eighon","","L","","Aighon [aix]","","Aighon","micro","","Aighon","","1","67",""
"h2d8636gf3","","aiy","Ali","","","L","","Ali [aiy]","","Ali","micro","","Ali","","1","67",""
"2bf7693e6f","","aja","Aja","Adja, Aja (South Sudan), Ajja","","L","","Aja [aja]","","Aja","micro","","Aja","","1","67",""
"85dhde39he","","ajg","Aja","Adja, Aja (Benin), Ajagbe, Hwè","","L","","Aja [ajg]","","Aja","micro","","Aja","","1","71","Ajagbe"
"b7gaf59fah","","aji","Ajië","Anjie, A’jie, Houaïlou, Waawilûû, Wai, Wailu","","L","","Ajië [aji]","","Ajië","micro","","AjiE","","1","67","Waawilûû"
"95f3h22447","","ajp","Arabic, South Levantine Spoken","Levantine, Levantine Arabic, Palestanian-Jordanian Arabic, Palestinian Arabic, Palestinian-Jordanian, South Levantine Arabic","","L","","Arabic, South Levantine Spoken [ajp]","","South Levantine Spoken Arabic","micro","","Arabic, South Levantine Spoken","","1","83","أردني"
"7269g6fc78","","ajt","Tunisian Arabic","","","R","","Tunisian Arabic [ajt]","","Tunisian Arabic","micro","","Tunisian Arabic","It is duplicated by {link:page.php?item_id=language_detail&key=aeb aeb}.","1","67",""
"79dgg853c2","","aju","Arabic, Judeo-Moroccan","Judeo-Arabic, il‘arabiyya dyalna","","L","","Arabic, Judeo-Moroccan [aju]","","Judeo-Moroccan Arabic","micro","","Arabic, Judeo-Moroccan","","1","67",""
"de49db7a7f","","ajw","Ajawa","Aja, Ajanci","","X","","Ajawa [ajw]","","Ajawa","micro","","Ajawa","","1","67",""
"53g43g76g9","","ajz","Amri Karbi","Amri","","L","","Amri Karbi [ajz]","","Amri Karbi","micro","","Amri Karbi","","1","67","Amri Karbi"
"44f463a65h","","aka","Akan","","","L","","Akan [aka]","ak","Akan","macro","TWI","Akan","","1","83","Akan"
"4b3abfc6d6","","akb","Batak Angkola","Anakola, Angkola","","L","","Batak Angkola [akb]","","Batak Angkola","micro","","Batak Angkola","","1","67",""
"87e949g9ha","","akc","Mpur","Amberbaken, Dekwambre, Ekware, Kebar","","L","","Mpur [akc]","","Mpur","micro","","Mpur","","1","67",""
"66654cg782","","akd","Ukpet-Ehom","Akpet-Ehom","","L","","Ukpet-Ehom [akd]","","Ukpet-Ehom","micro","","Ukpet-Ehom","","1","67",""
"7483dfg682","","ake","Akawaio","Acahuayo, Acawayo, Acewaio, Akawai, Akawayo, Akwaio, Ingariko, Ingarikó, Kapon, Kapóng, Patamona, Waicá, Waika","","L","","Akawaio [ake]","","Akawaio","micro","","Akawaio","","1","83","Kapon"
"bd576f398d","","akf","Akpa","Akweya","","L","","Akpa [akf]","","Akpa","micro","","Akpa","","1","67",""
"e2c22e8abe","","akg","Anakalangu","Anakalang","","L","","Anakalangu [akg]","","Anakalangu","micro","","Anakalangu","","1","67",""
"efba8bb6ga","","akh","Angal Heneng","Agarar, Augu, Katinja, Wage, West Angal Heneng, West Mendi","","L","","Angal Heneng [akh]","","Angal Heneng","micro","","Angal Heneng","","1","83","Angal Heneng"
"e38535h2be","","aki","Aiome","Aren, Ayom","","L","","Aiome [aki]","","Aiome","micro","","Aiome","","1","67",""
"ed7hg84fa9","","akj","Aka-Jeru","Jero, Jeru, Yerawa","","X","","Aka-Jeru [akj]","","Aka-Jeru","micro","","Aka-Jeru","","1","67",""
"dffa44hbg7","","akl","Aklanon","Akeanon, Aklan, Aklano, Aklanon-Bisayan, Inakeanon, Panay","","L","","Aklanon [akl]","","Aklanon","micro","","Aklanon","","1","83","Inakeanon"
"b99a55ee84","","akm","Aka-Bo","Ba, Bo","","X","","Aka-Bo [akm]","","Aka-Bo","micro","","Aka-Bo","","1","67",""
"62b44d64c8","","ako","Akurio","Akoerio, Akuliyo, Akuri, Akurijo, Akuriyo, Oyaricoulet, Triometesem, Triometesen, Wama, Wayaricuri","","L","","Akurio [ako]","","Akurio","micro","","Akurio","","1","67",""
"b4437683af","","akp","Siwu","Akpafu-Lolobi, Lolobi-Akpafu, Mawu, Siwusi","","L","","Siwu [akp]","","Siwu","micro","","Siwu","","1","83","Siwu"
"4c2d56g2dd","","akq","Ak","","","L","","Ak [akq]","","Ak","micro","","Ak","","1","67",""
"4dd9hdf2g3","","akr","Araki","","","L","","Araki [akr]","","Araki","micro","","Araki","","1","67",""
"d9cd8d8a25","","aks","Akaselem","Akasele, Cemba, Chamba, Kamba, Kasele, Tchamba","","L","","Akaselem [aks]","","Akaselem","micro","","Akaselem","","1","67",""
"d9d9b49da5","","akt","Akolet","","","L","","Akolet [akt]","","Akolet","micro","","Akolet","","1","67",""
"5g54f5bace","","aku","Akum","Aakuem, Anyar, Oakuem, Okum","","L","","Akum [aku]","","Akum","micro","","Akum","","1","83",""
"2ff94c78e9","","akv","Akhvakh","Ashvado, Axvax, Ašwałi, Ašwałi mic̣i, Ghahvalal, ’Aqwalazul","","L","","Akhvakh [akv]","","Akhvakh","micro","","Akhvakh","","1","67",""
"hbfee75889","","akw","Akwa","","","L","","Akwa [akw]","","Akwa","micro","","Akwa","","1","67",""
"fb4gba6fge","","akx","Aka-Kede","Kede","","X","","Aka-Kede [akx]","","Aka-Kede","micro","","Aka-Kede","","1","67",""
"259976b7b5","","aky","Aka-Kol","Kol","","X","","Aka-Kol [aky]","","Aka-Kol","micro","","Aka-Kol","","1","67",""
"273ba89adh","","akz","Alabama","Albaamo, Albaamo innaaɬiilka, Alibamu","","L","","Alabama [akz]","","Alabama","micro","","Alabama","","1","67",""
"8dgg86344f","","ala","Alago","Arago, Aragu, Argo, Idoma Nokwu","","L","","Alago [ala]","","Alago","micro","","Alago","","1","67","Alago"
"45b83f7ea3","","alc","Qawasqar","Alacalouf, Alacaluf, Alacalufe, Alaculoof, Alaculuf, Alakaluf, Alikaluf, Alikhoolip, Alikuluf, Alilkoolif, Alokolup, Alooculoof, Alookooloop, Alucaluf, Alukoeluf, Alukulup, Halakwulup, Kaweskar, Kawesqar","","L","","Qawasqar [alc]","","Qawasqar","micro","","Qawasqar","","1","67",""
"ga38d38472","","ald","Alladian","Aladian, Alladyan, Allagia, Allagian","","L","","Alladian [ald]","","Alladian","micro","","Alladian","","1","67","Alladian"
"g78h4453fg","","ale","Aleut","Anangax, Unangam tunnu, Unangan, Unangany, Unangax, Unanghan","","L","","Aleut [ale]","","Aleut","micro","","Aleut","","1","83","Unangam tunnu"
"97b5eahec3","","alf","Elege","Alege, Alegi, Ugbe, Uge","","L","","Elege [alf]","","Elege","micro","","Elege","","1","67",""
"98faeah6gh","","alh","Alawa","Alaua, Allaura, Allawa, Allowa, Allowiri, Allua, Alowa, Galawa, Galleewo, Kallana, Kallaua, Leealowa, Warliburru","","L","","Alawa [alh]","","Alawa","micro","","Alawa","","1","67",""
"d47h29g75d","","ali","Amaimon","Okim","","L","","Amaimon [ali]","","Amaimon","micro","","Amaimon","","1","67",""
"3hagbbe382","","alj","Alangan","","","L","","Alangan [alj]","","Alangan","micro","","Alangan","","1","83",""
"97a6f6ag4d","","alk","Alak","Halak, Harak, Harlak, Hrlak","","L","","Alak [alk]","","Alak","micro","","Alak","","1","67",""
"agecd462d5","","all","Allar","Aalan, Alan, Alanmar, Alar, Allan, Chatans","","L","","Allar [all]","","Allar","micro","","Allar","","1","67",""
"5dbb7faabd","","alm","Amblong","Aje, Varavara","","L","","Amblong [alm]","","Amblong","micro","","Amblong","","1","67",""
"a5287hfce5","","aln","Albanian, Gheg","Geg, Gegnisht, Gegnisht-Shqyp, Gheg, Gheg Albanian, Guegue, Shopni, Shqip, Shqyp","","L","","Albanian, Gheg [aln]","","Gheg Albanian","micro","","Albanian, Gheg","","1","83","Gegnisht"
"b4d59geag8","","alo","Larike-Wakasihu","","","L","","Larike-Wakasihu [alo]","","Larike-Wakasihu","micro","","Larike-Wakasihu","","1","67",""
"66843a7687","","alp","Alune","Patasiwa Alfoeren, Sapalewa","","L","","Alune [alp]","","Alune","micro","","Alune","","1","83","Alune"
"bc2cegg4c4","","alq","Algonquin","Algonkin, Anicinàbemowin","","L","","Algonquin [alq]","","Algonquin","micro","","Algonquin","","1","83","Anicinàbemowin"
"a2c54cc9g7","","alr","Alutor","Aliutor, Alyutor, Olyutor","","L","","Alutor [alr]","","Alutor","micro","","Alutor","","1","67",""
"bddbf5c5ae","","als","Albanian, Tosk","Arnaut, Shkip, Shqip, Skchip, Tosk, Zhgabe, Arvanitika, Camerija","Cham Tosk, Lab Tosk, Northern Tosk (Labërisht, )","L","","Albanian, Tosk [als]","","Tosk Albanian","micro","","Albanian, Tosk","","1","81",""
"93846hbe3b","","alt","Altai, Southern","Altai, Oirot, Oyrot, Southern Altai","","L","","Altai, Southern [alt]","","Southern Altai","micro","ALT","Altai, Southern","","1","67","алтай тили, алтайча"
"955ee732d8","","alu","’Are’are","'Are'are, Areare","","L","","’Are’are [alu]","","’Are’are","micro","","’Are’are","","1","83","'Are'are"
"4b76afeg3f","","alw","Alaba-K’abeena","","","L","","Alaba-K’abeena [alw]","","Alaba-K’abeena","micro","","Alaba-K’abeena","","1","83",""
"d92c4c4a9h","","alx","Amol","Alatil, Aru, Eru, Mol, Oru","","L","","Amol [alx]","","Amol","micro","","Amol","","1","67",""
"b437ded6ab","","aly","Alyawarr","Aljawara, Alyawarra, Alyawarre, Iliaura, Yowera","","L","","Alyawarr [aly]","","Alyawarr","micro","","Alyawarr","","1","67","Alyawarr"
"35h3a6537d","","alz","Alur","Aloro, Alua, Alulu, Dho Alur, DhuAlur, Dhʉ Alur, Jo Alur, Lur, Luri","","L","","Alur [alz]","","Alur","micro","","Alur","","1","83","Dho Alur"
"c4dc2b5e33","","ama","Amanayé","Amanage, Amanaié, Amanajé, Amanajó, Amanyé, Ararandeuara, Manajó, Mananyé, Manaxó, Manayé, Manaze, Manazewá, Manazo, Turiwa","","X","","Amanayé [ama]","","Amanayé","micro","","AmanayE","","1","67",""
"946be7gg68","","amb","Ambo","Timap","","L","","Ambo [amb]","","Ambo","micro","","Ambo","","1","67",""
"637826785b","","amc","Amahuaca","Amaguaco, Amahuaka, Amajuaca, Amawaca, Amawaka, Amawáka, Amenguaca, Ameuhaque, Ipitineri, Ipitnere, Sayaco, Sayacu, Yora","","L","","Amahuaca [amc]","","Amahuaca","micro","","Amahuaca","","1","67","Yora"
"47cdd9a3c3","","ame","Yanesha’","Amagues, Amagé, Amajé, Amajó, Amoishe, Amueixa, Amuese, Amuesha, Amueshua, Amuetamo, Lorenzo, Omagé, Yanesha'","","L","","Yanesha’ [ame]","","Yanesha’","micro","","Yanesha’","","1","83","Yanesha'"
"d4haa2477d","","amf","Hamer-Banna","","","L","","Hamer-Banna [amf]","","Hamer-Banna","micro","HBN","Hamer-Banna","","1","83",""
"9aa6eba8d8","","amg","Amurdak","Amarag, Amarak, Amardak, Amurag, Amurdag, Amurrag, Amurrak, Amurtak, Amuruk, A’moordiyu, Mamurug, Monobar, Namurug, Nga:mr:rak, Nga:mu:rak, Ngamurag, Umoreo, Umoriu, Umorrdak, Wardadjbak, Woraidbug, Wureidbug","","L","","Amurdak [amg]","","Amurdak","micro","","Amurdak","","1","67",""
"9gd6h5464a","","amh","Amharic","Beta Israel","","L","","Amharic [amh]","am","Amharic","micro","AMH","Amharic","","1","127","ኣማርኛ"
"hfb44h9cg3","","ami","Amis","Ami, Amia, Bakurut, Lam-Si-Hoan, Maran, Pagcah, Pangcah, Pangtsah, Sabari, Tanah","","L","","Amis [ami]","","Amis","micro","","Amis","","1","67","Amis"
"f96cg8g327","","amj","Amdang","Andang, Andangti, Biltine, Mima, Mime, Mimi, Mututu, Simi Amdangtii","","L","","Amdang [amj]","","Amdang","micro","","Amdang","","1","83",""
"3d8b793d3g","","amk","Ambai","Ambai-Menawi","","L","","Ambai [amk]","","Ambai","micro","","Ambai","","1","83",""
"5g835369dg","","aml","War-Jaintia","Amwi, Jaintia, Khasi, War, War-Khasi","","L","","War-Jaintia [aml]","","War-Jaintia","micro","","War-Jaintia","","1","67",""
"b8a78ghfa3","","amm","Sawiyanu","Ama, Ama (Papua New Guinea), Sawiyano","","L","","Sawiyanu [amm]","","Sawiyanu","micro","","Sawiyanu","","1","83","Sawiyanu"
"9h6hgf77bd","","amn","Amanab","Awai","","L","","Amanab [amn]","","Amanab","micro","","Amanab","","1","83","Awai"
"4e7gb5ga3c","","amo","Amo","Amap, Amon, Among, Ba, Timap","","L","","Amo [amo]","","Amo","micro","","Amo","","1","83","Timap"
"g9e95dh862","","amp","Alamblak","Arambak","","L","","Alamblak [amp]","","Alamblak","micro","","Alamblak","","1","83","Alamblak"
"fb939a5de5","","amq","Amahai","Amahei","","L","","Amahai [amq]","","Amahai","micro","","Amahai","","1","67",""
"d437a22bf5","","amr","Amarakaeri","Amaracaire, Amarakaire, Arakmbut, Arakmbut Háte, Harakmbut, Haté, Kareneri, Kochimberi, Küpondirideri, Wakitaneri, Wintaperi, aratbuten hua’a","","L","","Amarakaeri [amr]","","Amarakaeri","micro","","Amarakaeri","","1","83","aratbuten hua'a"
"7h6a734dad","","ams","Amami-Oshima, Southern","Southern Amami-Oshima, Southern Amami-Osima","","L","","Amami-Oshima, Southern [ams]","","Southern Amami-Oshima","micro","","Amami-Oshima, Southern","","1","83",""
"683ee497ha","","amt","Amto","","","L","","Amto [amt]","","Amto","micro","","Amto","","1","67",""
"2bg953db8d","","amu","Amuzgo, Guerrero","Amuzgo de Guerrero, Guerrero Amuzgo, Jñom’ndaa, Nomndaa, Ñomndaa, Ñonda","","L","","Amuzgo, Guerrero [amu]","","Guerrero Amuzgo","micro","","Amuzgo, Guerrero","","1","83","Ñomndaa"
"8dedg9fb58","","amv","Ambelau","Amblau","","L","","Ambelau [amv]","","Ambelau","micro","","Ambelau","","1","67",""
"585h52hhfg","","amw","Western Neo-Aramaic","Loghtha Siryanooytha, Maaloula, Maalula, Neo-Western Aramaic, Siryoon","","L","","Western Neo-Aramaic [amw]","","Western Neo-Aramaic","micro","","Western Neo-Aramaic","","1","83",""
"a4b6g2742g","","amx","Anmatyerre","Anmatjirra, Anmatyerr","","L","","Anmatyerre [amx]","","Anmatyerre","micro","","Anmatyerre","","1","67",""
"f425f556hh","","amy","Ami","Ame, Amijangal, Emmi, Maranunggu","","L","","Ami [amy]","","Ami","micro","","Ami","","1","67",""
"99557bb42c","","amz","Atampaya","Atambaya","","X","","Atampaya [amz]","","Atampaya","micro","","Atampaya","","1","67",""
"86f6d6g6e7","","ana","Andaqui","Aguanunga, Andaki, Andaquí, Churuba","","X","","Andaqui [ana]","","Andaqui","micro","","Andaqui","","1","67",""
"cfa4g7bhd7","","anb","Andoa","Andoa-Shimigae, Gae, Gaye, Semigae, Shimigae, Simikai","","X","","Andoa [anb]","","Andoa","micro","","Andoa","","1","67","Simikai"
"c4h4fg32d5","","anc","Ngas","Angas, Karang, Kerang","","L","","Ngas [anc]","","Ngas","micro","","Ngas","","1","83",""
"452h8g5844","","and","Ansus","","","L","","Ansus [and]","","Ansus","micro","","Ansus","","1","67",""
"497ca6eg76","","ane","Xârâcùù","Anesu, Canala, Haraneu, Kanala, Naa Xaracuu, Xaracii","","L","","Xârâcùù [ane]","","Xârâcùù","micro","","XArAcUU","","1","67",""
"9h9658d4c8","","anf","Animere","Anyimere, Kunda","","L","","Animere [anf]","","Animere","micro","","Animere","","1","67",""
"744a489h72","","anh","Nend","Angaua, Nent","","L","","Nend [anh]","","Nend","micro","","Nend","","1","67","Nend"
"3h7g8af62b","","ani","Andi","Andii, Andiy, Khivannal, Qandisel, Qwannab","","L","","Andi [ani]","","Andi","micro","","Andi","","1","67","къIaваннаб мицци, мицци"
